pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate,habitability_score
TOI-2095 b,TOI-2095,1,1,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=MURGAS_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230409220M/abstract target=ref>Murgas et al. 2023</a>,17.66484,7e-05,-7e-05,0.0,0.101,0.005,-0.005,0.0,1.25,0.07,-0.07,0.0,0.11151772,0.00624499,-0.00624499,0.0,4.1,,,1.0,0.01290004,,,1.0,Mass,0.0,,,0.0,3.43,0.31,-0.31,0.0,347.0,9.0,-9.0,0.0,0.0,<a refstr=MURGAS_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230409220M/abstract target=ref>Murgas et al. 2023</a>,M2.5 V,3759.0,87.0,-87.0,0.0,0.44,0.02,-0.02,0.0,0.44,0.02,-0.02,0.0,-0.24,0.04,-0.04,0.0,[Fe/H],5.11,0.12,-0.12,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h02m32.77s,285.6365235,+75d25m06.65s,75.4185135,41.9176,0.05,-0.05,13.19,0.2,-0.2,8.988,0.015,-0.015,12.094,0.000421,-0.000421,2023-08-22,2023-04,2023-08-22,90.18993397848315
K2-136 d,K2-136,1,2,3,Transit,2017,K2,Published Confirmed,0,<a refstr=MAYO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230402779M/abstract target=ref>Mayo et al. 2023</a>,25.575,0.0024,-0.0023,0.0,0.1538,0.0026,-0.0027,0.0,1.565,0.077,-0.076,0.0,0.13962019,0.00686949,-0.00678028,0.0,3.0,,,1.0,0.00943906,,,1.0,Mass,0.071,0.063,-0.049,0.0,7.07,0.34,-0.32,0.0,420.0,,,0.0,0.0,<a refstr=MAYO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230402779M/abstract target=ref>Mayo et al. 2023</a>,,4500.0,125.0,-75.0,0.0,0.677,0.027,-0.027,0.0,0.742,0.039,-0.038,0.0,-0.02,0.08,-0.08,0.0,[M/H],4.68,0.1,-0.1,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h29m39.09s,67.4128615,+22d52m57.24s,22.8825674,59.2474,0.1877,-0.1865,11.101,0.057,-0.057,8.368,0.019,-0.019,10.8545,0.000535,-0.000535,2023-04-10,2023-04,2023-04-10,90.1433051984458
K2-32 d,K2-32,0,2,4,Transit,2016,K2,Published Confirmed,0,<a refstr=PETIGURA_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..142P/abstract target=ref>Petigura et al. 2017</a>,31.7154,0.0022,-0.0022,0.0,0.1862,0.002,-0.002,0.0,3.43,0.35,-0.35,0.0,0.3060041,0.03122491,-0.03122491,0.0,10.3,4.7,-4.7,0.0,0.03240726,0.01478778,-0.01478778,0.0,Mass,0.0,,,0.0,14.5,2.0,-1.5,0.0,537.0,16.0,-16.0,0.0,0.0,<a refstr=PETIGURA_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..142P/abstract target=ref>Petigura et al. 2017</a>,,5275.0,60.0,-60.0,0.0,0.845,0.044,-0.035,0.0,0.856,0.028,-0.028,0.0,-0.02,0.04,-0.04,0.0,[Fe/H],4.49,0.05,-0.05,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h49m42.24s,252.426008,-19d32m34.98s,-19.5430504,157.682,1.309,-1.288,12.304,0.092,-0.092,9.821,0.019,-0.019,12.0036,0.000259,-0.000259,2019-06-03,2017-04,2017-02-09,90.0981076429273
Kepler-37 d,Kepler-37,1,1,4,Transit,2013,Kepler,Published Confirmed,0,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,39.7922622,6.5e-06,-6.5e-06,0.0,0.2109,0.003,-0.003,0.0,2.03,0.03,-0.039,0.0,0.18110478,0.00267643,-0.00347935,0.0,2.0,,,1.0,0.0062927,,,1.0,Mass,0.1,,,1.0,10.39,0.65,-0.65,0.0,499.0,7.0,-7.0,0.0,1.0,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,,5357.0,68.0,-68.0,0.0,0.789,0.0064,-0.0056,0.0,0.79,0.033,-0.03,0.0,-0.36,0.05,-0.05,0.0,[Fe/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h56m14.22s,284.0592503,+44d31m06.14s,44.5183733,63.9207,0.1196,-0.1191,9.770001,0.004,-0.004,7.942,0.013,-0.013,9.54988,0.000258,-0.000258,2023-04-17,2023-04,2023-04-17,90.09374356795438
TOI-2322 c,TOI-2322,1,1,2,Transit,2025,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=HOBSON_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025arXiv250818094H/abstract target=ref>Hobson et al. 2025</a>,20.225528,3.9e-05,-4.4e-05,0.0,0.1362,0.009,-0.0143,0.0,1.874,0.066,-0.057,0.0,0.16718737,0.00588814,-0.00508521,0.0,18.1,4.34,-5.36,0.0,0.05694897,0.01365517,-0.01686445,0.0,Mass,0.0,,,0.0,10.15,2.46,-1.48,0.0,496.8,27.7,-19.1,0.0,0.0,<a refstr=HOBSON_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025arXiv250818094H/abstract target=ref>Hobson et al. 2025</a>,K4,4664.0,14.0,-14.0,0.0,0.662,0.004,-0.004,0.0,0.703,0.014,-0.017,0.0,-0.12,0.02,-0.02,0.0,[Fe/H],4.57,0.04,-0.04,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,07h47m53.54s,116.9731027,-71d00m07.08s,-71.0019671,59.861,0.0796,-0.0793,10.912,0.017,-0.017,8.369,0.021,-0.021,10.7489,0.000334,-0.000334,2025-09-17,2025-08,2025-09-17,90.04945822203945
Kepler-138 c,Kepler-138,1,1,4,Transit,2014,Kepler,Published Confirmed,0,<a refstr=PIAULET_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022NatAs.tmp..269P/abstract target=ref>Piaulet et al. 2022</a>,13.7815,7e-05,-9e-05,0.0,0.0913,0.0007,-0.0007,0.0,1.51,0.04,-0.04,0.0,0.13471341,0.00356857,-0.00356857,0.0,2.3,0.6,-0.5,0.0,0.00723661,0.00188781,-0.00157318,0.0,Mass,0.017,0.008,-0.007,0.0,6.8,0.5,-0.5,0.0,410.0,8.0,-8.0,0.0,1.0,<a refstr=PIAULET_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022NatAs.tmp..269P/abstract target=ref>Piaulet et al. 2022</a>,,3841.0,50.0,-51.0,0.0,0.535,0.013,-0.014,0.0,0.535,0.012,-0.012,0.0,-0.18,0.1,-0.1,0.0,[Fe/H],4.71,0.03,-0.03,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h21m31.54s,290.3814122,+43d17m35.03s,43.2930645,66.8624,0.107,-0.107,13.04,0.092,-0.092,9.506,0.011,-0.011,12.4715,0.000239,-0.000239,2023-01-04,2022-12,2023-01-04,90.04303553735889
TOI-776 c,TOI-776,0,1,2,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=LUQUE_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...645A..41L/abstract target=ref>Luque et al. 2021</a>,15.6653,0.0004,-0.0003,0.0,0.1,0.0024,-0.0024,0.0,2.02,0.14,-0.14,0.0,0.18021233,0.01248996,-0.01248996,0.0,5.3,1.8,-1.8,0.0,0.01667558,0.0056634,-0.0056634,0.0,Mass,0.04,0.02,-0.01,0.0,4.9,0.2,-0.2,0.0,415.0,14.0,-14.0,0.0,0.0,<a refstr=LUQUE_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...645A..41L/abstract target=ref>Luque et al. 2021</a>,M1 V,3709.0,70.0,-70.0,0.0,0.538,0.024,-0.024,0.0,0.544,0.028,-0.028,0.0,-0.2,0.12,-0.12,0.0,[Fe/H],4.727,0.025,-0.025,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h54m18.72s,178.577997,-37d33m12.08s,-37.5533568,27.1701,0.03205,-0.03205,11.536,0.041,-0.041,7.615,0.02,-0.02,10.7409,0.000478,-0.000478,2021-01-04,2021-01,2021-01-11,90.02646323914337
TOI-1452 b,TOI-1452,1,2,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=CADIEUX_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164...96C/abstract target=ref>Cadieux et al. 2022</a>,11.06201,2e-05,-2e-05,0.0,0.061,0.003,-0.003,0.0,1.672,0.071,-0.071,0.0,0.14916611,0.00633421,-0.00633421,0.0,4.82,1.3,-1.3,0.0,0.01516542,0.00409026,-0.00409026,0.0,Mass,0.0,,,0.0,1.8,0.2,-0.2,0.0,326.0,7.0,-7.0,0.0,0.0,<a refstr=CADIEUX_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164...96C/abstract target=ref>Cadieux et al. 2022</a>,M4 +/- 0.5 V,3185.0,50.0,-50.0,0.0,0.275,0.009,-0.009,0.0,0.249,0.008,-0.008,0.0,-0.07,0.02,-0.02,0.0,[M/H],4.95,0.03,-0.03,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h20m41.75s,290.1739741,+73d11m42.39s,73.1951082,30.5212,0.0392,-0.039,14.354,0.121,-0.121,9.74,0.046,-0.046,13.6233,0.000469,-0.000469,2022-08-30,2022-09,2022-08-30,90.01493906860037
HIP 9618 c,HIP 9618,0,1,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=AKANA_MURPHY_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166..153A/abstract target=ref>Akana Murphy et al. 2023</a>,52.5636,0.0002,-0.0002,0.0,0.268,0.006,-0.006,0.0,3.34,0.13,-0.13,0.0,0.29797535,0.01159784,-0.01159784,0.0,7.9,,,1.0,0.02485618,,,1.0,Mass,0.12,,,1.0,10.7,1.1,-1.1,0.0,503.0,13.0,-13.0,0.0,0.0,<a refstr=AKANA_MURPHY_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166..153A/abstract target=ref>Akana Murphy et al. 2023</a>,,5550.0,110.0,-110.0,0.0,0.95,0.03,-0.03,0.0,0.93,0.06,-0.06,0.0,-0.1,0.09,-0.09,0.0,[Fe/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,02h03m37.20s,30.9050061,+21d16m52.78s,21.2813274,67.5478,0.1566,-0.1559,9.2,0.03,-0.03,7.559,0.021,-0.021,9.02543,0.000272,-0.000272,2024-07-12,2023-10,2024-07-12,90.00273968285804
LTT 3780 c,LTT 3780,1,2,2,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=BONFANTI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...682A..66B/abstract target=ref>Bonfanti et al. 2024</a>,12.252284,1.3e-05,-1.3e-05,0.0,0.0757,0.0018,-0.0018,0.0,2.39,0.1,-0.11,0.0,0.21322189,0.00892142,-0.00981356,0.0,8.04,0.5,-0.48,0.0,0.02529667,0.00157318,-0.00151025,0.0,Mass,0.024,0.032,-0.017,0.0,2.76,0.33,-0.31,0.0,359.0,10.0,-10.0,0.0,0.0,<a refstr=BONFANTI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...682A..66B/abstract target=ref>Bonfanti et al. 2024</a>,,3358.0,92.0,-92.0,0.0,0.38,0.012,-0.012,0.0,0.381,0.024,-0.034,0.0,0.06,0.11,-0.11,0.0,[Fe/H],4.85,0.11,-0.11,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h18m34.78s,154.6449033,-11d43m04.08s,-11.717801,21.9814,0.0403,-0.0402,13.14,0.035,-0.035,8.204001,0.021,-0.021,11.8465,0.000477,-0.000477,2024-03-26,2024-02,2024-03-26,89.99298612975677
TOI-1759 b,TOI-1759,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=ESPINOZA_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163..133E/abstract target=ref>Espinoza et al. 2022</a>,18.85019,0.00013,-0.00013,0.0,0.1177,0.0038,-0.0038,0.0,3.14,0.1,-0.1,0.0,0.28013252,0.00892142,-0.00892142,0.0,10.8,1.5,-1.5,0.0,0.0339806,0.00471953,-0.00471953,0.0,Mass,0.0,,,0.0,6.39,0.41,-0.41,0.0,443.0,7.0,-7.0,0.0,0.0,<a refstr=ESPINOZA_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163..133E/abstract target=ref>Espinoza et al. 2022</a>,M0.0 V,4065.0,51.0,-51.0,0.0,0.597,0.015,-0.015,0.0,0.606,0.02,-0.02,0.0,0.05,0.16,-0.16,0.0,[Fe/H],4.65,0.04,-0.04,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,21h47m24.40s,326.8516615,+62d45m13.74s,62.7538164,40.0654,0.0423,-0.0423,11.93,0.1,-0.1,7.93,0.02,-0.02,10.8385,0.000431,-0.000431,2022-03-28,2022-03,2022-03-28,89.97447142309285
TRAPPIST-1 g,TRAPPIST-1,0,1,7,Transit,2017,Multiple Observatories,Published Confirmed,0,<a refstr=GILLON_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017Natur.542..456G/abstract target=ref>Gillon et al. 2017</a>,12.35294,0.00012,-0.00012,0.0,0.0451,0.0014,-0.0014,0.0,1.127,0.041,-0.041,0.0,0.10054421,0.00365778,-0.00365778,0.0,1.34,0.88,-0.88,0.0,0.00421609,0.00276878,-0.00276878,0.0,Mass,0.061,,,1.0,0.258,0.02,-0.02,0.0,198.6,3.8,-3.8,0.0,1.0,<a refstr=GILLON_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017Natur.542..456G/abstract target=ref>Gillon et al. 2017</a>,,2559.0,50.0,-50.0,0.0,0.117,0.0036,-0.0036,0.0,0.0802,0.0073,-0.0073,0.0,0.04,0.08,-0.08,0.0,[Fe/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h06m30.33s,346.6263919,-05d02m36.46s,-5.0434618,,,,17.02,0.2,-0.2,10.296,0.023,-0.023,15.6451,0.001448,-0.001448,2017-02-17,2017-02,2017-02-22,89.96202539574554
HD 3167 c,HD 3167,1,1,4,Transit,2016,K2,Published Confirmed,0,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,29.8454,0.0012,-0.0012,0.0,0.1776,0.0037,-0.0031,0.0,3.0,0.45,-0.21,0.0,0.26764253,0.04014638,-0.01873498,0.0,11.13,0.78,-0.74,0.0,0.0350189,0.00245415,-0.0023283,0.0,Mass,0.06,,,1.0,16.9,1.1,-1.1,0.0,564.0,9.0,-9.0,0.0,0.0,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,,5261.0,60.0,-60.0,0.0,0.88,0.012,-0.013,0.0,0.837,0.053,-0.043,0.0,0.04,0.05,-0.05,0.0,[Fe/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h34m57.64s,8.7401487,+04d22m50.60s,4.3807215,47.2899,0.1485,-0.1475,8.97,0.03,-0.03,7.066,0.02,-0.02,8.76221,0.000265,-0.000265,2023-04-17,2023-04,2023-04-17,89.95285259360513
K2-3 c,K2-3,0,1,3,Transit,2015,K2,Published Confirmed,0,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,24.646582,3.9e-05,-3.9e-05,0.0,0.1414,0.0047,-0.0047,0.0,1.69,0.17,-0.17,0.0,0.15077196,0.01516641,-0.01516641,0.0,3.3,1.2,-1.2,0.0,0.01038296,0.00377562,-0.00377562,0.0,Mass,0.095,,,1.0,3.51,0.85,-0.73,0.0,381.0,21.0,-21.0,0.0,0.0,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,,3835.0,70.0,-70.0,0.0,0.6,0.06,-0.06,0.0,0.62,0.06,-0.06,0.0,-0.01,0.09,-0.09,0.0,[Fe/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h29m20.49s,172.3353708,-01d27m18.49s,-1.4551364,44.0727,0.10815,-0.10815,12.168,0.009,-0.009,8.561,0.023,-0.023,11.4785,0.000959,-0.000959,2023-04-17,2023-04,2023-04-17,89.94717147037854
K2-266 e,K2-266,1,2,4,Transit,2018,K2,Published Confirmed,0,<a refstr=RODRIGUEZ_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..245R/abstract target=ref>Rodriguez et al. 2018</a>,19.482,0.0012,-0.0012,0.0,0.1249,0.0019,-0.002,0.0,2.73,0.14,-0.11,0.0,0.24355429,0.01248996,-0.00981354,0.0,14.3,6.4,-5.0,0.0,0.04499261,0.02013655,-0.01573168,0.0,Mass,0.043,0.036,-0.03,0.0,9.581,0.47,-0.441,0.0,490.1,5.9,-5.7,0.0,1.0,<a refstr=RODRIGUEZ_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..245R/abstract target=ref>Rodriguez et al. 2018</a>,,4285.0,49.0,-57.0,0.0,0.703,0.024,-0.022,0.0,0.686,0.033,-0.033,0.0,-0.12,0.4,-0.42,0.0,[Fe/H],4.581,0.032,-0.037,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h31m44.56s,157.9356855,+00d56m14.20s,0.9372782,77.5586,0.3581,-0.3549,11.625,0.046,-0.046,8.897,0.023,-0.023,11.3527,0.000859,-0.000859,2022-10-31,2018-11,2022-10-31,89.94464530422371
TOI-406.01,TOI-406,1,1,2,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=LACEDELLI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240911083L/abstract target=ref>Lacedelli et al. 2024</a>,13.175682,1.7e-05,-1.6e-05,0.0,0.0809,0.0031,-0.0031,0.0,2.08,0.16,-0.15,0.0,0.18556549,0.01427427,-0.01338213,0.0,6.57,1.0,-0.9,0.0,0.02067153,0.00314635,-0.00283172,0.0,Mass,0.056,0.035,-0.034,0.0,3.0,0.5,-0.5,0.0,368.0,14.0,-14.0,0.0,0.0,<a refstr=LACEDELLI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240911083L/abstract target=ref>Lacedelli et al. 2024</a>,M3,3392.0,44.0,-44.0,0.0,0.41,0.029,-0.027,0.0,0.408,0.046,-0.042,0.0,-0.02,0.04,-0.04,0.0,[M/H],4.69,0.04,-0.04,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h17m03.03s,49.2626428,-42d14m38.94s,-42.2441492,31.0597,0.0341,-0.034,13.773,0.038,-0.038,8.848,0.021,-0.021,12.5528,0.000332,-0.000332,2024-12-16,2024-09,2024-12-16,89.93885794855203
HD 191939 c,HD 191939,1,1,6,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=ORELL_MIQUEL_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221100667O/abstract target=ref>Orell-Miquel et al. 2022</a>,28.579743,4.5e-05,-4.5e-05,0.0,0.1752,0.0055,-0.005,0.0,3.195,0.075,-0.075,0.0,0.2850393,0.00669106,-0.00669106,0.0,8.0,1.0,-1.0,0.0,0.02517081,0.00314635,-0.00314635,0.0,Mass,0.034,0.034,-0.013,0.0,21.0,1.4,-1.4,0.0,600.0,13.0,-13.0,0.0,0.0,<a refstr=LUBIN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163..101L/abstract target=ref>Lubin et al. 2022</a>,G9 V,5348.0,100.0,-100.0,0.0,0.94,0.02,-0.02,0.0,0.81,0.04,-0.04,0.0,-0.15,0.06,-0.06,0.0,[Fe/H],4.3,0.1,-0.1,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h08m06.15s,302.0256247,+66d51m01.09s,66.8503014,53.6089,0.0733,-0.0731,8.97,0.03,-0.03,7.18,0.021,-0.021,8.77476,0.000238,-0.000238,2022-11-14,2022-11,2022-11-14,89.91210513235077
HD 219134 d,HD 219134,1,1,6,Radial Velocity,2015,Roque de los Muchachos Observatory,Published Confirmed,0,<a refstr=GILLON_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017NatAs...1E..56G/abstract target=ref>Gillon et al. 2017</a>,46.859,0.028,-0.028,0.0,0.237,0.003,-0.003,0.0,1.61,0.02,-0.02,-1.0,0.14363458,0.00178428,-0.00178428,-1.0,16.17,0.64,-0.64,-1.0,0.05087625,0.00201366,-0.00201366,-1.0,Mass,0.138,0.025,-0.025,0.0,4.72,0.15,-0.15,0.0,410.5,3.2,-3.2,0.0,0.0,<a refstr=GILLON_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017NatAs...1E..56G/abstract target=ref>Gillon et al. 2017</a>,,4699.0,16.0,-16.0,0.0,0.778,0.005,-0.005,0.0,0.81,0.03,-0.03,0.0,0.11,0.04,-0.04,0.0,[Fe/H],4.567,0.018,-0.018,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h13m20.93s,348.3372026,+57d10m10.65s,57.1696255,6.53127,0.00384,-0.00385,5.56911,0.023,-0.023,3.261,0.304,-0.304,5.2402,0.0022257,-0.0022257,2017-03-14,2017-03,2017-03-16,89.90496713959183
Kepler-138 b,Kepler-138,1,1,4,Transit,2014,Kepler,Published Confirmed,0,<a refstr=PIAULET_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022NatAs.tmp..269P/abstract target=ref>Piaulet et al. 2022</a>,10.3134,0.0003,-0.0003,0.0,0.0753,0.0006,-0.0006,0.0,0.64,0.02,-0.02,0.0,0.05709707,0.00178428,-0.00178428,0.0,0.07,0.02,-0.02,0.0,0.00022024,6.293e-05,-6.293e-05,0.0,Mass,0.02,0.009,-0.009,0.0,9.9,0.7,-0.7,0.0,452.0,8.0,-9.0,0.0,1.0,<a refstr=PIAULET_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022NatAs.tmp..269P/abstract target=ref>Piaulet et al. 2022</a>,,3841.0,50.0,-51.0,0.0,0.535,0.013,-0.014,0.0,0.535,0.012,-0.012,0.0,-0.18,0.1,-0.1,0.0,[Fe/H],4.71,0.03,-0.03,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h21m31.54s,290.3814122,+43d17m35.03s,43.2930645,66.8624,0.107,-0.107,13.04,0.092,-0.092,9.506,0.011,-0.011,12.4715,0.000239,-0.000239,2023-01-04,2022-12,2023-01-04,89.90234529901214
K2-285 e,K2-285,1,1,4,Transit,2018,K2,Published Confirmed,0,<a refstr=PALLE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...623A..41P/abstract target=ref>Palle et al. 2019</a>,14.76289,0.00065,-0.00061,0.0,0.18041,0.0042,-0.0043,0.0,1.95,0.05,-0.05,0.0,0.17396735,0.0044607,-0.0044607,0.0,10.7,,,1.0,0.0336658,,,1.0,Mass,0.0,,,0.0,10.5,0.87,-0.81,0.0,500.9,10.1,-9.9,0.0,0.0,<a refstr=PALLE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...623A..41P/abstract target=ref>Palle et al. 2019</a>,K2 V,4975.0,95.0,-95.0,0.0,0.787,0.016,-0.016,0.0,0.83,0.023,-0.023,0.0,0.0,0.05,-0.05,0.0,[Fe/H],4.4,0.1,-0.1,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h17m32.24s,349.3843458,+01d18m00.55s,1.3001522,154.961,1.161,-1.144,12.075,0.114,-0.114,9.971,0.022,-0.022,11.804,0.000295,-0.000295,2018-12-11,2019-03,2018-12-13,89.89728195706846
