pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate,habitability_score
Kepler-1625 b,Kepler-1625,0,1,1,Transit,2016,Kepler,Kepler Project Candidate (q1_q17_dr24_koi),0,<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>,287.378949,0.002983,-0.002983,0.0,0.811,,,0.0,5.4,2.36,-0.51,0.0,0.48175656,0.21054546,-0.04549923,0.0,,,,,,,,,,0.0,,,0.0,0.97,1.32,-0.26,0.0,253.0,,,0.0,0.0,<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>,,5645.0,195.0,-162.0,0.0,0.838,0.366,-0.079,0.0,0.861,0.114,-0.076,0.0,-0.26,0.32,-0.26,0.0,[Fe/H],4.526,0.047,-0.281,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h41m43.04s,295.429322,+39d53m11.42s,39.8865068,2310.11,213.09,-180.49,16.227,0.069,-0.069,13.916,0.056,-0.056,15.7627,0.000545,-0.000545,2015-08-25,2015-09-24,2015-08-25,70.04731876826932
Kepler-1625 b,Kepler-1625,0,1,1,Transit,2016,Kepler,Kepler Project Candidate (q1_q16_koi),0,<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>,287.378949,0.002983,-0.002983,0.0,0.811,,,0.0,5.4,2.36,-0.51,0.0,0.48175656,0.21054546,-0.04549923,0.0,,,,,,,,,,0.0,,,0.0,0.97,1.32,-0.26,0.0,253.0,,,0.0,0.0,<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>,,5645.0,195.0,-162.0,0.0,0.838,0.366,-0.079,0.0,0.861,0.114,-0.076,0.0,-0.26,0.32,-0.26,0.0,[Fe/H],4.526,0.047,-0.281,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h41m43.04s,295.429322,+39d53m11.42s,39.8865068,2310.11,213.09,-180.49,16.227,0.069,-0.069,13.916,0.056,-0.056,15.7627,0.000545,-0.000545,2014-11-21,2014-12-18,2014-11-21,70.04731876826932
Kepler-1512 b,Kepler-1512,0,1,1,Transit,2016,Kepler,Kepler Project Candidate (q1_q17_dr25_koi),0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,20.35971899,5.479e-05,-5.479e-05,0.0,0.1025,,,0.0,0.8,0.12,-0.16,0.0,0.07137134,0.0107057,-0.01427427,0.0,,,,,,,,,,0.0,,,0.0,1.38,0.58,-0.58,0.0,276.0,,,0.0,0.0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,,3419.0,67.0,-76.0,0.0,0.344,0.051,-0.07,0.0,0.346,0.066,-0.081,0.0,0.04,0.15,-0.15,0.0,[Fe/H],4.904,0.084,-0.052,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h17m05.88s,289.2744976,+44d28m13.46s,44.4704056,,,,13.451,0.08,-0.08,10.623,0.014,-0.014,13.2634,0.004716,-0.004716,2017-05-08,2017-08-31 00:00,2017-05-08,70.0312891907158
Kepler-220 d,Kepler-220,0,1,4,Transit,2014,Kepler,Published Confirmed,0,<a refstr=WEISS_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..270....8W/abstract target=ref>Weiss et al. 2024</a>,28.1224655,,,0.0,0.1628863237,,,0.0,1.027,0.113,-0.113,0.0,0.09162296,0.0100812,-0.0100812,0.0,,,,,,,,,,0.0,,,0.0,,,,,,,,,0.0,<a refstr=WEISS_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..270....8W/abstract target=ref>Weiss et al. 2024</a>,,,,,,,,,,0.729,0.0185,-0.0185,0.0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h26m01.45s,291.5060432,+46d53m44.25s,46.8956262,171.109,0.637,-0.633,13.049,0.092,-0.092,10.55,0.014,-0.014,12.8566,0.000201,-0.000201,2024-02-21,2024-01,2024-02-21,69.9404532592996
Kepler-334 b,Kepler-334,0,1,3,Transit,2014,Kepler,Published Confirmed,0,<a refstr=WEISS_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..270....8W/abstract target=ref>Weiss et al. 2024</a>,5.47033694,,,0.0,0.0612020825,,,0.0,1.026,0.036,-0.036,0.0,0.09153375,0.00321171,-0.00321171,0.0,,,,,,,,,,0.0,,,0.0,,,,,,,,,0.0,<a refstr=WEISS_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..270....8W/abstract target=ref>Weiss et al. 2024</a>,,,,,,,,,,1.022,0.0235,-0.0235,0.0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h08m33.75s,287.1406177,+47d06m54.42s,47.1151153,426.59,4.496,-4.405,12.834,0.069,-0.069,11.409,0.013,-0.013,12.73,0.000204,-0.000204,2024-02-21,2024-01,2024-02-21,69.89644015970579
Kepler-442 b,Kepler-442,0,1,1,Transit,2015,Kepler,Kepler Project Candidate (q1_q17_dr25_koi),0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,112.303136,0.001722,-0.001722,0.0,0.3874,,,0.0,1.3,0.07,-0.05,0.0,0.11597843,0.00624499,-0.00446071,0.0,,,,,,,,,,0.0,,,0.0,0.79,0.15,-0.11,0.0,241.0,,,0.0,0.0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,,4401.0,78.0,-78.0,0.0,0.595,0.03,-0.024,0.0,0.613,0.03,-0.03,0.0,-0.38,0.15,-0.15,0.0,[Fe/H],4.677,0.017,-0.027,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h01m27.98s,285.3666029,+39d16m48.25s,39.2800704,365.965,2.763,-2.724,15.322,0.057,-0.057,12.488,0.022,-0.022,14.9304,0.000287,-0.000287,2017-05-08,2017-08-31 00:00,2017-05-08,69.87454382271025
Kepler-134 c,Kepler-134,0,1,2,Transit,2014,Kepler,Published Confirmed,0,<a refstr=WEISS_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..270....8W/abstract target=ref>Weiss et al. 2024</a>,10.10575303,,,0.0,0.0901166284,,,0.0,1.031,0.043,-0.043,0.0,0.09197982,0.00383621,-0.00383621,0.0,,,,,,,,,,0.0,,,0.0,,,,,,,,,0.0,<a refstr=WEISS_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..270....8W/abstract target=ref>Weiss et al. 2024</a>,,,,,,,,,,0.956,0.0225,-0.0225,0.0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h58m57.39s,284.7391156,+49d35m54.40s,49.5984448,334.797,2.404,-2.371,12.318,0.057,-0.057,10.951,0.019,-0.019,12.2219,0.000149,-0.000149,2024-02-21,2024-01,2024-02-21,69.84175274778114
AU Mic d,AU Mic,1,1,3,Transit Timing Variations,2023,Multiple Observatories,Published Confirmed,0,<a refstr=WITTROCK_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166..232W/abstract target=ref>Wittrock et al. 2023</a>,12.73596,0.00793,-0.00793,0.0,,,,,,,,,,,,,1.053,0.511,-0.511,0.0,0.00331,0.00161,-0.00161,0.0,Mass,0.00305,0.00104,-0.00104,0.0,,,,,,,,,0.0,<a refstr=WITTROCK_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166..232W/abstract target=ref>Wittrock et al. 2023</a>,,3678.0,90.0,-88.0,0.0,0.744,0.023,-0.021,0.0,0.51,0.028,-0.027,0.0,0.23,0.24,-0.3,0.0,[Fe/H],4.404,0.026,-0.031,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h45m09.87s,311.2911369,-31d20m32.82s,-31.34245,9.7221,0.004625,-0.004625,8.81,0.1,-0.1,4.529,0.02,-0.02,7.84038,0.000731,-0.000731,2024-10-03,2023-12,2024-10-03,69.82203764414396
TOI-700 e,TOI-700,1,1,4,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=GILBERT_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230103617G/abstract target=ref>Gilbert et al. 2023</a>,27.80978,0.00046,-0.0004,0.0,0.134,0.0022,-0.0022,0.0,0.953,0.089,-0.075,0.0,0.08502111,0.00794006,-0.00669106,0.0,,,,,,,,,,0.059,0.057,-0.042,0.0,1.27,0.13,-0.15,0.0,,,,,0.0,<a refstr=GILBERT_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230103617G/abstract target=ref>Gilbert et al. 2023</a>,M2.5 V,3459.0,65.0,-65.0,0.0,0.421,0.017,-0.015,0.0,0.415,0.021,-0.02,0.0,-0.07,0.11,-0.11,0.0,[Fe/H],4.809,0.034,-0.037,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h28m22.97s,97.0957165,-65d34m43.01s,-65.5786149,31.1265,0.0206,-0.0206,13.151,0.069,-0.069,8.634,0.023,-0.023,12.0665,0.000478,-0.000478,2023-01-18,2023-01,2023-01-18,69.80825254422525
Kepler-130 b,Kepler-130,0,2,3,Transit,2014,Kepler,Published Confirmed,0,<a refstr=WEISS_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..270....8W/abstract target=ref>Weiss et al. 2024</a>,8.45746707,,,0.0,0.0792124243,,,0.0,1.04,0.036,-0.036,0.0,0.09278275,0.00321171,-0.00321171,0.0,,,,,,,,,,0.0,,,0.0,,,,,,,,,1.0,<a refstr=WEISS_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..270....8W/abstract target=ref>Weiss et al. 2024</a>,,,,,,,,,,0.927,0.0265,-0.0265,0.0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h13m48.14s,288.4505905,+40d14m42.72s,40.2452006,316.663,2.353,-2.319,11.572,0.017,-0.017,10.49,0.02,-0.02,11.8253,0.000216,-0.000216,2024-02-21,2024-01,2024-02-21,69.69763991054225
EPIC 201170410.02,EPIC 201170410,1,1,1,Transit,2020,K2,Published Confirmed,0,<a refstr=DEL_SER__AMP__FORS_2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.498.2778D/abstract target=ref>del Ser &amp; Fors 2020</a>,6.7987,0.0001,-0.0001,0.0,0.0349,0.0027,-0.0022,0.0,1.047,0.276,-0.257,0.0,0.09340708,0.02462307,-0.022928,0.0,,,,,,,,,,0.0,,,0.0,,,,,,,,,0.0,<a refstr=DEL_SER__AMP__FORS_2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.498.2778D/abstract target=ref>del Ser &amp; Fors 2020</a>,,3648.0,172.0,-143.0,0.0,0.282,0.074,-0.069,0.0,0.287,0.101,-0.084,0.0,-0.048,0.15,-0.21,0.0,[Fe/H],4.999,0.075,-0.075,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h20m33.81s,170.1408561,-04d48m25.21s,-4.8070039,,,,17.6984,0.0471,-0.0471,12.619,0.027,-0.027,16.4386,0.007283,-0.007283,2020-11-13,2020-08,2020-11-19,69.56075777112216
Kepler-1650 b,Kepler-1650,1,1,1,Transit,2017,Kepler,Published Confirmed,0,<a refstr=MANN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..267M/abstract target=ref>Mann et al. 2017</a>,1.53818001,1.55e-06,-1.54e-06,0.0,,,,,0.96,0.11,-0.1,0.0,0.08564546,0.00981354,-0.0089214,0.0,,,,,,,,,,0.01,0.15,-0.01,0.0,,,,,,,,,0.0,<a refstr=MANN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..267M/abstract target=ref>Mann et al. 2017</a>,,3410.0,56.0,-46.0,0.0,0.334,0.039,-0.032,0.0,0.326,0.047,-0.039,0.0,-0.11,,,0.0,[Fe/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h50m55.02s,297.7292296,+42d52m00.09s,42.8666919,134.397,0.725,-0.717,17.07,0.2,-0.2,12.199,0.021,-0.021,15.7393,0.000681,-0.000681,2017-05-28,2017-06,2017-05-25,69.53662541212431
GJ 1002 b,GJ 1002,1,1,2,Radial Velocity,2022,Multiple Observatories,Published Confirmed,0,<a refstr=SU_AACUTE_REZ_MASCARE_NTILDE_O_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221207332S/abstract target=ref>Su&aacute;rez Mascare&ntilde;o et al. 2022</a>,10.3465,0.027,-0.027,0.0,0.0457,0.0013,-0.0013,0.0,,,,,,,,,1.08,0.13,-0.13,0.0,0.00339806,0.00040903,-0.00040903,0.0,Msini,,,,,0.67,0.039,-0.039,0.0,230.9,6.7,-6.7,0.0,0.0,<a refstr=SU_AACUTE_REZ_MASCARE_NTILDE_O_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221207332S/abstract target=ref>Su&aacute;rez Mascare&ntilde;o et al. 2022</a>,M5.5 V,3024.0,52.0,-52.0,0.0,0.137,0.005,-0.005,0.0,0.12,0.01,-0.01,0.0,-0.25,0.19,-0.19,0.0,[Fe/H],5.1,0.06,-0.06,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h06m42.35s,1.6764641,-07d32m46.36s,-7.5462123,4.84867,0.00303,-0.00304,,,,7.439,0.021,-0.021,11.7804,0.000751,-0.000751,2022-12-17,2022-12,2022-12-17,69.52691522840479
Kepler-80 g,Kepler-80,0,1,6,Transit,2017,Kepler,Published Confirmed,0,<a refstr=WEISSERMAN_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....165...89W/abstract target=ref>Weisserman et al. 2023</a>,14.6471,0.0007,-0.0012,0.0,,,,,,,,,,,,,1.0,0.3,-0.3,0.0,0.00314635,0.00094391,-0.00094391,0.0,Mass,0.02,0.03,-0.02,0.0,,,,,,,,,0.0,<a refstr=WEISSERMAN_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....165...89W/abstract target=ref>Weisserman et al. 2023</a>,,,,,,,,,,0.73,0.03,-0.03,0.0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h44m27.02s,296.1125759,+39d58m43.48s,39.9787451,369.451,2.8945,-2.8945,15.23,0.172,-0.172,12.253,0.02,-0.02,14.7555,0.000492,-0.000492,2024-11-20,2023-03,2024-11-20,69.47021349289939
TOI-700 d,TOI-700,0,1,4,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=GILBERT_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..116G/abstract target=ref>Gilbert et al. 2020</a>,37.426,0.0007,-0.001,0.0,0.163,0.015,-0.015,0.0,1.19,0.11,-0.11,0.0,0.10616469,0.00981354,-0.00981354,0.0,,,,,,,,,,0.032,0.054,-0.023,0.0,0.86,0.19,-0.15,0.0,,,,,0.0,<a refstr=GILBERT_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..116G/abstract target=ref>Gilbert et al. 2020</a>,M2 V,3480.0,135.0,-135.0,0.0,0.42,0.031,-0.031,0.0,0.416,0.01,-0.01,0.0,-0.07,0.11,-0.11,0.0,[Fe/H],4.81,0.06,-0.06,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h28m22.97s,97.0957165,-65d34m43.01s,-65.5786149,31.1265,0.0206,-0.0206,13.151,0.069,-0.069,8.634,0.023,-0.023,12.0665,0.000478,-0.000478,2020-07-17,2020-09,2020-07-23,69.39969041865963
TRAPPIST-1 h,TRAPPIST-1,0,1,7,Transit,2017,Multiple Observatories,Published Confirmed,0,<a refstr=GRIMM_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...613A..68G/abstract target=ref>Grimm et al. 2018</a>,,,,,0.06193488,8e-07,-8e-07,0.0,0.773,0.026,-0.027,0.0,0.06896244,0.00231956,-0.00240878,0.0,0.331,0.056,-0.049,0.0,0.00104144,0.00017619,-0.00015417,0.0,Mass,0.00567,0.00121,-0.00121,0.0,,,,,,,,,1.0,<a refstr=GRIMM_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...613A..68G/abstract target=ref>Grimm et al. 2018</a>,,,,,,,,,,0.089,0.007,-0.007,0.0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h06m30.33s,346.6263919,-05d02m36.46s,-5.0434618,,,,17.02,0.2,-0.2,10.296,0.023,-0.023,15.6451,0.001448,-0.001448,2020-12-10,2018-05,2020-12-17,69.39677344152986
Kepler-20 f,Kepler-20,0,2,6,Transit,2011,Kepler,Published Confirmed,0,<a refstr=WEISS_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..270....8W/abstract target=ref>Weiss et al. 2024</a>,19.5776286,,,0.0,0.1393574555,,,0.0,0.942,0.041,-0.041,0.0,0.08403976,0.00365778,-0.00365778,0.0,,,,,,,,,,0.0,,,0.0,,,,,,,,,0.0,<a refstr=WEISS_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..270....8W/abstract target=ref>Weiss et al. 2024</a>,,,,,,,,,,0.942,0.0205,-0.0205,0.0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h10m47.52s,287.6979913,+42d20m18.88s,42.3385782,282.563,1.776,-1.753,12.61,0.069,-0.069,10.871,0.013,-0.013,12.4535,0.000142,-0.000142,2024-02-21,2024-01,2024-02-21,69.33567214897785
GJ 9827 c,GJ 9827,0,1,3,Transit,2017,K2,Published Confirmed,0,<a refstr=RICE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.484.3731R/abstract target=ref>Rice et al. 2019</a>,3.6480957,6.33e-05,-6.21e-05,0.0,0.03925,0.00042,-0.00029,0.0,1.241,0.024,-0.026,0.0,0.1107146,0.00214114,-0.00231956,0.0,0.84,,,0.0,0.00264292,,,0.0,Mass,0.0,,,0.0,,,,,,,,,0.0,<a refstr=RICE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.484.3731R/abstract target=ref>Rice et al. 2019</a>,,4340.0,40.0,-53.0,0.0,0.602,0.005,-0.004,0.0,0.606,0.02,-0.014,0.0,-0.26,0.09,-0.09,0.0,[M/H],4.66,0.015,-0.01,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h27m05.23s,351.7717763,-01d17m07.24s,-1.2853435,29.661,0.0543,-0.0541,10.37,0.03,-0.03,7.193,0.024,-0.024,9.83773,0.000411,-0.000411,2019-08-23,2019-04,2019-08-29,69.29673101202233
Proxima Cen b,Proxima Cen,0,3,2,Radial Velocity,2016,European Southern Observatory,Published Confirmed,0,<a refstr=FARIA_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022A&A...658A.115F/abstract target=ref>Faria et al. 2022</a>,11.1868,0.0029,-0.0031,0.0,0.04856,0.0003,-0.0003,0.0,,,,,,,,,1.07,0.06,-0.06,0.0,0.0033666,0.00018878,-0.00018878,0.0,Msini,0.02,0.04,-0.02,0.0,,,,,,,,,0.0,<a refstr=FARIA_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022A&A...658A.115F/abstract target=ref>Faria et al. 2022</a>,M5.5 V,2900.0,100.0,-100.0,0.0,0.141,0.021,-0.021,0.0,0.1221,0.0022,-0.0022,0.0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,14h29m34.43s,217.3934657,-62d40m34.26s,-62.6761821,1.30119,0.00034,-0.00035,11.01,0.1,-0.1,4.384,0.033,-0.033,8.95361,0.000918,-0.000918,2023-05-15,2022-02,2023-05-15,69.0727531129278
Kepler-197 e,Kepler-197,0,2,4,Transit,2014,Kepler,Published Confirmed,0,<a refstr=WEISS_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..270....8W/abstract target=ref>Weiss et al. 2024</a>,25.2099845,,,0.0,0.1598263973,,,0.0,0.927,0.114,-0.114,0.0,0.08270154,0.01017042,-0.01017042,0.0,,,,,,,,,,0.0,,,0.0,,,,,,,,,0.0,<a refstr=WEISS_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..270....8W/abstract target=ref>Weiss et al. 2024</a>,,,,,,,,,,0.857,0.0275,-0.0275,0.0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h40m54.35s,295.2264739,+50d33m33.25s,50.5592348,330.575,2.344,-2.312,11.775,0.024,-0.024,10.535,0.021,-0.021,11.78,0.000175,-0.000175,2024-02-21,2024-01,2024-02-21,68.92567130821224
TRAPPIST-1 d,TRAPPIST-1,0,1,7,Transit,2016,La Silla Observatory,Published Confirmed,0,<a refstr=GRIMM_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...613A..68G/abstract target=ref>Grimm et al. 2018</a>,,,,,0.02228038,4.4e-07,-4.4e-07,0.0,0.784,0.023,-0.023,0.0,0.0699438,0.00205192,-0.00205192,0.0,0.297,0.039,-0.035,0.0,0.00093446,0.00012271,-0.00011012,0.0,Mass,0.00837,0.00093,-0.00093,0.0,,,,,,,,,1.0,<a refstr=GRIMM_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...613A..68G/abstract target=ref>Grimm et al. 2018</a>,,,,,,,,,,0.089,0.007,-0.007,0.0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h06m30.33s,346.6263919,-05d02m36.46s,-5.0434618,,,,17.02,0.2,-0.2,10.296,0.023,-0.023,15.6451,0.001448,-0.001448,2020-12-10,2018-05,2020-12-17,68.77131369263351
Kepler-197 b,Kepler-197,0,2,4,Transit,2014,Kepler,Published Confirmed,0,<a refstr=VAN_EYLEN___ALBRECHT_2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...808..126V/abstract target=ref>Van Eylen & Albrecht 2015</a>,5.599293,3.9e-05,-3.9e-05,0.0,,,,,1.064,0.038,-0.038,0.0,0.09492372,0.00339013,-0.00339013,0.0,,,,,,,,,,0.02,0.23,-0.02,0.0,,,,,,,,,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5963.52,176.93,-171.35,0.0,1.20944,0.06921,-0.085328,0.0,1.093,0.150687,-0.155914,0.0,-0.441,0.0136,-0.0136,0.0,[M/H],4.31152,0.119489,-0.077528,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h40m54.35s,295.2264739,+50d33m33.25s,50.5592348,330.575,2.344,-2.312,11.775,0.024,-0.024,10.535,0.021,-0.021,11.78,0.000175,-0.000175,2015-05-21,2015-08,2015-05-21,68.55261247209485
