pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate,habitability_score
Kepler-1652 b,Kepler-1652,0,1,1,Transit,2017,Kepler,Kepler Project Candidate (q1_q17_dr24_koi),0,<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>,38.0972378,0.000286,-0.000286,0.0,0.1576,,,0.0,1.12,0.16,-0.35,0.0,0.09991988,0.01427427,-0.03122496,0.0,,,,,,,,,,0.0,,,0.0,0.65,0.25,-0.38,0.0,229.0,,,0.0,0.0,<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>,,3482.0,57.0,-120.0,0.0,0.35,0.05,-0.11,0.0,0.359,0.06,-0.12,0.0,-0.1,0.1,-0.1,0.0,[Fe/H],4.905,0.12,-0.08,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h37m27.85s,294.3660313,+49d54m54.08s,49.9150219,,,,16.86,1.133,-1.133,12.635,0.024,-0.024,16.0023,0.00464,-0.00464,2015-08-25,2015-09-24,2015-08-25,72.9714151352017
Kepler-1652 b,Kepler-1652,0,1,1,Transit,2017,Kepler,Kepler Project Candidate (q1_q16_koi),0,<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>,38.0972378,0.000286,-0.000286,0.0,0.1576,,,0.0,1.12,0.16,-0.35,0.0,0.09991988,0.01427427,-0.03122496,0.0,,,,,,,,,,0.0,,,0.0,0.65,0.25,-0.38,0.0,229.0,,,0.0,0.0,<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>,,3482.0,57.0,-120.0,0.0,0.35,0.05,-0.11,0.0,0.359,0.06,-0.12,0.0,-0.1,0.1,-0.1,0.0,[Fe/H],4.905,0.12,-0.08,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h37m27.85s,294.3660313,+49d54m54.08s,49.9150219,,,,16.86,1.133,-1.133,12.635,0.024,-0.024,16.0023,0.00464,-0.00464,2014-11-21,2014-12-18,2014-11-21,72.9714151352017
Kepler-1652 b,Kepler-1652,0,1,1,Transit,2017,Kepler,Kepler Project Candidate (q1_q12_koi),0,<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>,38.0972378,0.000286,-0.000286,0.0,0.1576,,,0.0,1.12,0.16,-0.35,0.0,0.09991988,0.01427427,-0.03122496,0.0,,,,,,,,,,0.0,,,0.0,0.65,0.25,-0.38,0.0,229.0,,,0.0,0.0,<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>,,3482.0,57.0,-120.0,0.0,0.35,0.05,-0.11,0.0,0.359,0.06,-0.12,0.0,-0.1,0.1,-0.1,0.0,[Fe/H],4.905,0.12,-0.08,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h37m27.85s,294.3660313,+49d54m54.08s,49.9150219,,,,16.86,1.133,-1.133,12.635,0.024,-0.024,16.0023,0.00464,-0.00464,2014-11-18,2014-12-04,2014-11-18,72.9714151352017
Proxima Cen b,Proxima Cen,1,3,2,Radial Velocity,2016,European Southern Observatory,Published Confirmed,0,<a refstr=SU_AMP_AACUTE_REZ_MASCARE_AMP_NTILDE_O_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025A&A...700A..11M/abstract target=ref>Su&aacute;rez Mascare&ntilde;o et al. 2025</a>,11.18465,0.00053,-0.00053,0.0,0.04848,0.00029,-0.00029,0.0,,,,,,,,,1.055,0.055,-0.055,0.0,0.0033194,0.00017305,-0.00017305,0.0,Msini,0.0,,,0.0,0.641,0.065,-0.065,0.0,218.0,18.0,-18.0,0.0,0.0,<a refstr=SU_AMP_AACUTE_REZ_MASCARE_AMP_NTILDE_O_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025A&A...700A..11M/abstract target=ref>Su&aacute;rez Mascare&ntilde;o et al. 2025</a>,M5.5 V,2900.0,100.0,-100.0,0.0,0.141,0.021,-0.021,0.0,0.1221,0.0022,-0.0022,0.0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,14h29m34.43s,217.3934657,-62d40m34.26s,-62.6761821,1.30119,0.00034,-0.00035,11.01,0.1,-0.1,4.384,0.033,-0.033,8.95361,0.000918,-0.000918,2025-07-29,2025-08,2025-07-29,72.3834395471619
Kepler-553 c,Kepler-553,0,1,2,Transit,2016,Kepler,Kepler Project Candidate (q1_q17_dr24_koi),0,<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>,328.2399546,0.0003646,-0.0003646,0.0,0.9166,,,0.0,11.83,4.61,-1.0,0.0,1.05540373,0.41127736,-0.08921418,0.0,,,,,,,,,,0.0,,,0.0,0.82,0.97,-0.21,0.0,242.0,,,0.0,0.0,<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>,,5551.0,179.0,-162.0,0.0,0.899,0.35,-0.076,0.0,0.952,0.084,-0.083,0.0,0.1,0.22,-0.24,0.0,[Fe/H],4.509,0.043,-0.27,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h54m12.21s,298.5508922,+48d19m57.15s,48.3325405,728.525,12.571,-12.571,15.034,0.229,-0.229,13.064,0.037,-0.037,14.9567,0.000346,-0.000346,2015-08-25,2015-09-24,2015-08-25,71.95922197142008
Kepler-553 c,Kepler-553,0,1,2,Transit,2016,Kepler,Kepler Project Candidate (q1_q16_koi),0,<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>,328.2399546,0.0003646,-0.0003646,0.0,0.9166,,,0.0,11.83,4.61,-1.0,0.0,1.05540373,0.41127736,-0.08921418,0.0,,,,,,,,,,0.0,,,0.0,0.82,0.97,-0.21,0.0,242.0,,,0.0,0.0,<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>,,5551.0,179.0,-162.0,0.0,0.899,0.35,-0.076,0.0,0.952,0.084,-0.083,0.0,0.1,0.22,-0.24,0.0,[Fe/H],4.509,0.043,-0.27,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h54m12.21s,298.5508922,+48d19m57.15s,48.3325405,728.525,12.571,-12.571,15.034,0.229,-0.229,13.064,0.037,-0.037,14.9567,0.000346,-0.000346,2014-11-21,2014-12-18,2014-11-21,71.95922197142008
Kepler-553 c,Kepler-553,0,1,2,Transit,2016,Kepler,Kepler Project Candidate (q1_q12_koi),0,<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>,328.2399546,0.0003646,-0.0003646,0.0,0.9166,,,0.0,11.83,4.61,-1.0,0.0,1.05540373,0.41127736,-0.08921418,0.0,,,,,,,,,,0.0,,,0.0,0.82,0.97,-0.21,0.0,242.0,,,0.0,0.0,<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>,,5551.0,179.0,-162.0,0.0,0.899,0.35,-0.076,0.0,0.952,0.084,-0.083,0.0,0.1,0.22,-0.24,0.0,[Fe/H],4.509,0.043,-0.27,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h54m12.21s,298.5508922,+48d19m57.15s,48.3325405,728.525,12.571,-12.571,15.034,0.229,-0.229,13.064,0.037,-0.037,14.9567,0.000346,-0.000346,2014-11-18,2014-12-04,2014-11-18,71.95922197142008
Kepler-1649 c,Kepler-1649,1,1,2,Transit,2020,Kepler,Published Confirmed,0,<a refstr=VANDERBURG_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020ApJ...893L..27V/abstract target=ref>Vanderburg et al. 2020</a>,19.53527,0.0001,-0.0001,0.0,,,,,1.06,0.15,-0.1,0.0,0.09456687,0.0133821,-0.0089214,0.0,,,,,,,,,,,,,,0.75,0.032,-0.302,0.0,234.0,20.0,-20.0,0.0,0.0,<a refstr=VANDERBURG_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020ApJ...893L..27V/abstract target=ref>Vanderburg et al. 2020</a>,,3240.0,61.0,-61.0,0.0,0.2317,0.0049,-0.0049,0.0,0.1977,0.0051,-0.0051,0.0,-0.15,0.11,-0.11,0.0,[M/H],5.004,0.021,-0.021,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h30m00.71s,292.5029676,+41d49m47.98s,41.8299933,92.1913,0.5489,-0.5425,17.95,0.2,-0.2,12.589,0.026,-0.026,16.2682,0.001018,-0.001018,2020-04-16,2020-04,2020-04-23,71.71258476879034
TRAPPIST-1 e,TRAPPIST-1,0,1,7,Transit,2017,Multiple Observatories,Published Confirmed,0,<a refstr=GILLON_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017Natur.542..456G/abstract target=ref>Gillon et al. 2017</a>,6.099615,1.1e-05,-1.1e-05,0.0,0.02817,0.00083,-0.00087,0.0,0.918,0.039,-0.039,0.0,0.08189847,0.00347935,-0.00347935,0.0,0.62,0.58,-0.58,0.0,0.00195073,0.00182487,-0.00182487,0.0,Mass,0.085,,,1.0,0.662,0.051,-0.051,0.0,251.3,4.9,-4.9,0.0,1.0,<a refstr=GILLON_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017Natur.542..456G/abstract target=ref>Gillon et al. 2017</a>,,2559.0,50.0,-50.0,0.0,0.117,0.0036,-0.0036,0.0,0.0802,0.0073,-0.0073,0.0,0.04,0.08,-0.08,0.0,[Fe/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h06m30.33s,346.6263919,-05d02m36.46s,-5.0434618,,,,17.02,0.2,-0.2,10.296,0.023,-0.023,15.6451,0.001448,-0.001448,2017-02-17,2017-02,2017-02-22,71.6207279457485
Kepler-409 b,Kepler-409,0,1,1,Transit,2014,Kepler,Published Confirmed,0,<a refstr=WEISS_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..270....8W/abstract target=ref>Weiss et al. 2024</a>,68.958608,,,0.0,0.3224992549,,,0.0,0.981,0.038,-0.038,0.0,0.08751911,0.00339014,-0.00339014,0.0,1.38461937,1.09717901,-1.09717901,0.0,0.0043565,0.00345211,-0.00345211,0.0,Msini,0.0,,,0.0,,,,,,,,,0.0,<a refstr=WEISS_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..270....8W/abstract target=ref>Weiss et al. 2024</a>,,,,,,,,,,0.941,0.0215,-0.0215,0.0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h34m43.01s,293.6792058,+46d51m09.84s,46.8527337,68.173,0.0996,-0.0993,9.636,0.004,-0.004,7.768,0.023,-0.023,9.39109,0.000223,-0.000223,2024-02-21,2024-01,2024-02-21,71.46259457563411
Kepler-452 b,Kepler-452,1,1,1,Transit,2015,Kepler,Published Confirmed,1,<a refstr=JENKINS_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015AJ....150...56J/abstract target=ref>Jenkins et al. 2015</a>,384.843,0.007,-0.012,0.0,1.046,0.019,-0.015,0.0,1.63,0.23,-0.2,0.0,0.14541886,0.02051923,-0.0178428,0.0,,,,,,,,,,,,,,1.1,0.29,-0.22,0.0,265.0,15.0,-13.0,0.0,0.0,<a refstr=JENKINS_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015AJ....150...56J/abstract target=ref>Jenkins et al. 2015</a>,G2,5757.0,85.0,-85.0,0.0,1.11,0.15,-0.09,0.0,1.037,0.054,-0.047,0.0,0.21,0.09,-0.09,0.0,[Fe/H],4.32,0.09,-0.09,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h44m00.90s,296.003752,+44d16m39.31s,44.2775861,551.727,5.236,-5.141,13.54,0.08,-0.08,11.852,0.016,-0.016,13.4048,0.000235,-0.000235,2015-07-21,2015-08,2015-07-23,71.27046465803879
Kepler-1636 b,Kepler-1636,0,1,1,Transit,2016,Kepler,Kepler Project Candidate (q1_q17_dr24_koi),0,<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>,425.47785,0.01122,-0.01122,0.0,1.1546,,,0.0,3.22,1.37,-0.27,0.0,0.28726965,0.12222342,-0.02408783,0.0,,,,,,,,,,0.0,,,0.0,0.89,1.14,-0.24,0.0,248.0,,,0.0,0.0,<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>,,5977.0,164.0,-222.0,0.0,1.022,0.437,-0.086,0.0,1.133,0.203,-0.146,0.0,0.21,0.15,-0.29,0.0,[Fe/H],4.473,0.04,-0.291,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h36m13.82s,294.0575681,+46d26m27.54s,46.4409844,1947.54,121.425,-121.425,15.807,0.218,-0.218,14.231,0.07,-0.07,15.7916,0.000487,-0.000487,2015-08-25,2015-09-24,2015-08-25,71.25872370263558
Kepler-1636 b,Kepler-1636,0,1,1,Transit,2016,Kepler,Kepler Project Candidate (q1_q16_koi),0,<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>,425.47785,0.01122,-0.01122,0.0,1.1546,,,0.0,3.22,1.37,-0.27,0.0,0.28726965,0.12222342,-0.02408783,0.0,,,,,,,,,,0.0,,,0.0,0.89,1.14,-0.24,0.0,248.0,,,0.0,0.0,<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>,,5977.0,164.0,-222.0,0.0,1.022,0.437,-0.086,0.0,1.133,0.203,-0.146,0.0,0.21,0.15,-0.29,0.0,[Fe/H],4.473,0.04,-0.291,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h36m13.82s,294.0575681,+46d26m27.54s,46.4409844,1947.54,121.425,-121.425,15.807,0.218,-0.218,14.231,0.07,-0.07,15.7916,0.000487,-0.000487,2014-11-21,2014-12-18,2014-11-21,71.25872370263558
Kepler-1636 b,Kepler-1636,0,1,1,Transit,2016,Kepler,Kepler Project Candidate (q1_q17_dr25_koi),0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,425.483539,0.008623,-0.008623,0.0,1.1546,,,0.0,3.2,0.92,-0.3,0.0,0.28548537,0.08207704,-0.02676425,0.0,,,,,,,,,,0.0,,,0.0,0.89,0.79,-0.26,0.0,248.0,,,0.0,0.0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,,5977.0,190.0,-211.0,0.0,1.022,0.292,-0.097,0.0,1.133,0.125,-0.138,0.0,0.21,0.2,-0.3,0.0,[Fe/H],4.473,0.048,-0.204,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h36m13.82s,294.0575681,+46d26m27.54s,46.4409844,1947.54,121.425,-121.425,15.807,0.218,-0.218,14.231,0.07,-0.07,15.7916,0.000487,-0.000487,2017-05-08,2017-08-31 00:00,2017-05-08,71.25818780756579
TOI-700 e,TOI-700,0,1,4,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),TESS Project Candidate,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,27.80968975735,0.00015413604,-0.00015413604,0.0,,,,,0.94918578,0.31348795,-0.31348795,0.0,0.08468083,0.02796757,-0.02796757,0.0,,,,,,,,,,,,,,1.3108,,,0.0,272.9,,,0.0,0.0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,,3482.0,,,0.0,0.419457,0.012573,-0.012573,0.0,,,,,,,,,,4.438,,,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h28m22.97s,97.0957165,-65d34m43.01s,-65.5786149,31.1265,0.0206,-0.0206,13.151,0.069,-0.069,8.634,0.023,-0.023,12.0665,0.000478,-0.000478,2024-02-16,2017-07,2024-02-16,71.07605754878425
Kepler-1746 b,Kepler-1746,0,1,1,Transit,2021,Kepler,Kepler Project Candidate (q1_q17_dr24_koi),0,<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>,321.2125073,0.0003913,-0.0003913,0.0,0.8767,,,0.0,5.06,2.04,-0.57,0.0,0.45142374,0.18199692,-0.05085208,0.0,,,,,,,,,,0.0,,,0.0,1.21,1.49,-0.37,0.0,268.0,,,0.0,0.0,<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>,,5982.0,193.0,-183.0,0.0,0.901,0.363,-0.102,0.0,0.869,0.122,-0.075,0.0,-0.5,0.3,-0.26,0.0,[Fe/H],4.468,0.077,-0.277,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h13m16.90s,288.3203979,+42d15m40.99s,42.2613874,979.541,17.514,-17.514,13.572,0.08,-0.08,12.232,0.018,-0.018,13.4903,0.000543,-0.000543,2015-08-25,2015-09-24,2015-08-25,71.06119345583062
Kepler-1746 b,Kepler-1746,0,1,1,Transit,2021,Kepler,Kepler Project Candidate (q1_q16_koi),0,<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>,321.2125073,0.0003913,-0.0003913,0.0,0.8767,,,0.0,5.06,2.04,-0.57,0.0,0.45142374,0.18199692,-0.05085208,0.0,,,,,,,,,,0.0,,,0.0,1.21,1.49,-0.37,0.0,268.0,,,0.0,0.0,<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>,,5982.0,193.0,-183.0,0.0,0.901,0.363,-0.102,0.0,0.869,0.122,-0.075,0.0,-0.5,0.3,-0.26,0.0,[Fe/H],4.468,0.077,-0.277,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h13m16.90s,288.3203979,+42d15m40.99s,42.2613874,979.541,17.514,-17.514,13.572,0.08,-0.08,12.232,0.018,-0.018,13.4903,0.000543,-0.000543,2014-11-21,2014-12-18,2014-11-21,71.06119345583062
Kepler-1746 b,Kepler-1746,0,1,1,Transit,2021,Kepler,Kepler Project Candidate (q1_q12_koi),0,<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>,321.2125073,0.0003913,-0.0003913,0.0,0.8767,,,0.0,5.06,2.04,-0.57,0.0,0.45142374,0.18199692,-0.05085208,0.0,,,,,,,,,,0.0,,,0.0,1.21,1.49,-0.37,0.0,268.0,,,0.0,0.0,<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>,,5982.0,193.0,-183.0,0.0,0.901,0.363,-0.102,0.0,0.869,0.122,-0.075,0.0,-0.5,0.3,-0.26,0.0,[Fe/H],4.468,0.077,-0.277,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h13m16.90s,288.3203979,+42d15m40.99s,42.2613874,979.541,17.514,-17.514,13.572,0.08,-0.08,12.232,0.018,-0.018,13.4903,0.000543,-0.000543,2014-11-18,2014-12-04,2014-11-18,71.06119345583062
Proxima Cen b,Proxima Cen,0,3,2,Radial Velocity,2016,European Southern Observatory,Published Confirmed,0,<a refstr=DAMASSO_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020SciA....6.7467D/abstract target=ref>Damasso et al. 2020</a>,11.185,0.001,-0.001,0.0,0.048,0.002,-0.002,0.0,,,,,,,,,1.0,0.1,-0.1,0.0,0.00314635,0.00031464,-0.00031464,0.0,Msini,0.0,,,0.0,,,,,216.0,91.0,-99.0,0.0,0.0,<a refstr=DAMASSO_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020SciA....6.7467D/abstract target=ref>Damasso et al. 2020</a>,M5.5 V,,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,14h29m34.43s,217.3934657,-62d40m34.26s,-62.6761821,1.30119,0.00034,-0.00035,11.01,0.1,-0.1,4.384,0.033,-0.033,8.95361,0.000918,-0.000918,2023-05-15,2020-01,2023-05-15,70.91405693782391
Kepler-22 b,Kepler-22,0,1,1,Transit,2011,Kepler,Kepler Project Candidate (q1_q17_dr25_koi),0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,289.864067,0.00121,-0.00121,0.0,0.7961,,,0.0,2.34,0.22,-0.23,0.0,0.20876118,0.01962712,-0.02051926,0.0,,,,,,,,,,0.0,,,0.0,1.03,0.26,-0.24,0.0,257.0,,,0.0,0.0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,,5516.0,82.0,-74.0,0.0,0.886,0.08,-0.089,0.0,0.799,0.066,-0.035,0.0,-0.26,0.15,-0.15,0.0,[Fe/H],4.446,0.104,-0.064,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h16m52.13s,289.2172051,+47d53m02.91s,47.8841427,194.642,0.927,-0.918,11.751,0.057,-0.057,10.152,0.014,-0.014,11.6444,0.000239,-0.000239,2017-05-08,2017-08-31 00:00,2017-05-08,70.31467958626048
Kepler-106 d,Kepler-106,0,1,4,Transit,2014,Kepler,Published Confirmed,0,<a refstr=WEISS_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..270....8W/abstract target=ref>Weiss et al. 2024</a>,23.9802348,,,0.0,0.1604901342,,,0.0,1.008,0.055,-0.055,0.0,0.08992789,0.00490678,-0.00490678,0.0,,,,,,,,,,0.0,,,0.0,,,,,,,,,0.0,<a refstr=WEISS_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..270....8W/abstract target=ref>Weiss et al. 2024</a>,,,,,,,,,,0.959,0.027,-0.027,0.0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h03m27.36s,300.864006,+44d20m15.18s,44.3375497,444.322,6.101,-5.941,12.923,0.08,-0.08,11.431,0.018,-0.018,12.8391,0.000186,-0.000186,2024-02-21,2024-01,2024-02-21,70.07451935482602
